analysis_date,total_countries,pca_variance_threshold,num_clusters,silhouette_score,cluster_0_type,cluster_0_count,cluster_1_type,cluster_1_count,statistically_significant_features
2025-11-11 03:06:33,202,0.9,2,0.4760659940733998,Stable Markets,168,Volatile Markets,34,"['volatility_std', 'extreme_positive_count', 'stability_inverse_volatility']"
