analysis_date,total_countries,pca_variance_threshold,num_clusters,silhouette_score,cluster_0_type,cluster_0_count,cluster_1_type,cluster_1_count,statistically_significant_features
2025-11-10 09:12:50,202,0.8,2,0.36661933526381363,Volatile Markets,81,Stable Markets,121,"['volatility_std', 'extreme_positive_count', 'stability_inverse_volatility']"
